position,title,place_id,data_id,data_cid,provider_id,rating,reviews,type,types,type_id,address,latitude,longitude,phone,website,hours,open_state,operating_hours_detailed,price,price_level,accessibility,payment_methods,service_options,amenities,user_review_highlight,thumbnail,serpapi_thumbnail,reviews_link,photos_link,place_id_search,cidade_oficial,categoria_governo,data_extracao_oficial,auditoria_governo
2,Cachaça Dom Bré - Alambique Guarani,ChIJM1ghDDrwogARjG5CVgCdLxY,0xa2f03a0c215833:0x162f9d0056426e8c,1598669017512570508,/g/11c1wsm_pk,4.9,44,Destilaria,Destilaria,distillery,"Fazenda Ouro Verde - Três Vendas, Guarani - MG, 36160-000, Brasil",-21.358769499999998,-43.0331957,+55 32 99814-2209,http://www.dombre.com.br/,Fechado ⋅ Abre ter. às 10:00,Fechado ⋅ Abre ter. às 10:00,segunda-feira: Fechado; terça-feira: 10:00–16:00; quarta-feira: 10:00–16:00; quinta-feira: 10:00–16:00; sexta-feira: 10:00–16:00; sábado: 10:00–16:00; domingo: Fechado,,,"Banheiro com acessibilidade para pessoas em cadeira de rodas, Entrada com acessibilidade para pessoas em cadeira de rodas, Estacionamento com acessibilidade para pessoas em cadeira de rodas","Cartão de crédito, Cartão de débito",,,"""Ideal para conhecer e adquirir cachaça de boa qualidade.""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqGxMrsyviZOTvBIBZtUk_sfKWN0fQAoH8JhYKJ_LZt-vGhJliKfoVc6aSXGlNFu_Fl_W_JES6WxSALbEzFKaMgXL7vNBHNSysrEIekIVgxKSXfzQeuLXAFtOtbBKQGqz77MKj1uQ=w163-h92-k-no,https://serpapi.com/images/url/40jhQnicBcHbDoIgAADQLyK7TautB21eUZuj1Hxh5RBMkhI08wf7hv6mc35fptRT7jSNs9WMCkE56SXpStEq0qpZKR4afUpQSiA187Bl6_bljlEnP0NdHE-D5VuFOjdYVjCL51ViCm8TsAsMcFgoMLgs4DWsRFrqV5S7PHZ67HCc4cBGejYiM7zZkwOvEc1DY4gtL0Yf2dk-afyUjhDl1ZSQPsxNRx3VzYKJ-5oMI4L3RZ_s3wt9Bdh2CRrQij_d2kZj,https://serpapi.com/search.json?data_id=0xa2f03a0c215833%3A0x162f9d0056426e8c&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa2f03a0c215833%3A0x162f9d0056426e8c&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJM1ghDDrwogARjG5CVgCdLxY,"Coronel Pacheco, MG",alambiques,2025-07-28T19:26:10.882290,COMPLETA
3,Fábrica de Alambiques Santa Efigênia,ChIJe2TuxznoowAR_I_GxM9T8Ig,0xa3e839c7ee647b:0x88f053cfc4c68ffc,9867478935393439740,/g/1thvzhv5,4.7,118,Fornecedor de equipamentos agrícolas,Fornecedor de equipamentos agrícolas,farm_equipment_supplier,"R. Santo Antônio, 773 - Barra, Itaverava - MG, 36440-000, Brasil",-20.684566999999998,-43.607276899999995,+55 31 98492-7752,https://alambiquessantaefigenia.com.br/?utm_campaign=3_GoogleMeuNeg%C3%B3cio&utm_medium=social&utm_source=google,Fechado ⋅ Abre ter. às 08:00,Fechado ⋅ Abre ter. às 08:00,segunda-feira: 08:00–17:00; terça-feira: 08:00–17:00; quarta-feira: 08:00–17:00; quinta-feira: 08:00–17:00; sexta-feira: 08:00–17:00; sábado: Fechado; domingo: Fechado,,,"Entrada com acessibilidade para pessoas em cadeira de rodas, Estacionamento com acessibilidade para pessoas em cadeira de rodas","Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,"""Lugar histórico, fomos super  bem recebidos, muito atenciosos.""",https://lh3.googleusercontent.com/p/AF1QipMyMXGFgKceEdsDCvJqAGkx-PhbIqlQzPMW6j8r=w122-h92-k-no,https://serpapi.com/images/url/4cIRI3icuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngW-kb4e6W7p2c6ppS7OJc5lXo6J5doRuQkeRZmBNYFeAbbpZlUWRbbmhkpJthaaSbrZuXDwC1giGe,https://serpapi.com/search.json?data_id=0xa3e839c7ee647b%3A0x88f053cfc4c68ffc&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa3e839c7ee647b%3A0x88f053cfc4c68ffc&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJe2TuxznoowAR_I_GxM9T8Ig,"Coronel Pacheco, MG",alambiques,2025-07-28T19:26:10.882290,COMPLETA
1,Doce Amor,ChIJhdGUIhJ7ogARd37rV64ylwU,0xa27b122294d185:0x59732ae57eb7e77,402846416053698167,/g/11ghdk319f,4,1,Doceria,Doceria,candy_store,"R. Arlíndo de Castro, Cel. Pacheco - MG, 36155-000, Brasil",-21.5878884,-43.2603837,+55 32 98466-5610,,,,,,,,,Entrega,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqW8ca0UKM5RWP43qzeD1w3TuBuXeF029KL4T5iv70HoXaXxbPnEoGI9rIOz7sTEdAsBxvqFZQZ24n7mdbvZGv-maSuHlou98g3ExOSHcodOfCAGJH-OUBvN2Qprl5Jctjk7k7prA=w92-h92-k-no,https://serpapi.com/images/url/m24SZHicDcNZboJAGADgE40gS8Yx8QEsi1rFBSPhDYYpWGB-YBaJB-wdepv2S77fn0bKQawNo2vsRQ1Qd0wJNlHgknG5oNAb9SAQFUgY3pY0Dh8fK1qY98PRvT7Ojj2-2cfyZafKVxkLTYscPp3UfWpsxpAV2VyeeQDRjky75I1FGlSe8Gc9hvkltxyO-6rUeaRRX9xU3IEiq9oO5uQWU6iSr60X7WOU3H19si7D1Ll7Kr9b3OJh8jYvYqHmf4s4_AGpj0RL,https://serpapi.com/search.json?data_id=0xa27b122294d185%3A0x59732ae57eb7e77&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b122294d185%3A0x59732ae57eb7e77&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJhdGUIhJ7ogARd37rV64ylwU,"Coronel Pacheco, MG",docerias,2025-07-28T19:26:13.988140,COMPLETA
2,Padaria e Confeitaria Delicias de Minas,ChIJj9Aa5fJ7ogARU2FpdGTJoPA,0xa27bf2e51ad08f:0xf0a0c96474696153,17339079998663385427,/g/11t7l079qw,5,7,Padaria,Padaria,bakery,"Rua São Benedito, 58, Cel. Pacheco - MG, 36155-000, Brasil",-21.5889043,-43.266391899999995,+55 32 98511-4163,,Fecha em breve ⋅ 20:00 ⋅ Abre ter. às 06:00,Fecha em breve ⋅ 20:00 ⋅ Abre ter. às 06:00,segunda-feira: 06:00–20:00; terça-feira: 06:00–20:00; quarta-feira: 06:00–20:00; quinta-feira: 06:00–20:00; sexta-feira: 06:00–20:00; sábado: 06:00–20:00; domingo: 06:30–12:00,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,"""Atendimento no 100000000000000000""",https://lh3.googleusercontent.com/p/AF1QipNPbpfYUgI89BXXRhIPtFKH9ghLBEkKq7bkeOlt=w185-h92-k-no,https://serpapi.com/images/url/aPAMf3icuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngF5BUkBYZmu5pYekUERGU4RlQ4ubtYZme4ePkmu1daJ6UneqfU2JbbmhhqpthaaSbrZuXDwCmmiFR,https://serpapi.com/search.json?data_id=0xa27bf2e51ad08f%3A0xf0a0c96474696153&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27bf2e51ad08f%3A0xf0a0c96474696153&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJj9Aa5fJ7ogARU2FpdGTJoPA,"Coronel Pacheco, MG",docerias,2025-07-28T19:26:13.988140,COMPLETA
3,PADARIA PATRICIA,ChIJuUMFJG97ogARuwE5vIDZ_eY,0xa27b6f240543b9:0xe6fdd980bc3901bb,16644698944768115131,/g/11w25mlhz_,,0,Padaria,Padaria,bakery,"R. São Vicente de Paula - Cel. Pacheco, MG, 36155-000, Brasil",-21.586566899999998,-43.2639024,,,,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3w8x2_nH1s3wEEWKfYiL_w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=39.265&pitch=0&thumbfov=100,https://serpapi.com/images/url/YqSIdXicHc3RCsIgFADQv_EtdRvFFkhPg6Deo6fh3E0vOJVpu-tj-rD-pugHzvm8XSkpH4XIZQEoKwIl3MDnXdLcxmg96ISZmziLtRLFPecxaPSnpEPESTXUbvUQzlVuqO9vl8cdrwMxMw7GI4SiMujFOG7pJy5x4jZlRqqVzKmuZi9Nqul4fdizhMU4Jdm_eMRVVVJ-AcjaONM,https://serpapi.com/search.json?data_id=0xa27b6f240543b9%3A0xe6fdd980bc3901bb&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b6f240543b9%3A0xe6fdd980bc3901bb&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJuUMFJG97ogARuwE5vIDZ_eY,"Coronel Pacheco, MG",docerias,2025-07-28T19:26:13.988140,COMPLETA
1,Pedra do Parente - Cel. Pacheco MG,ChIJs1bl7P57ogARSjkgNGN51uM,0xa27bfeece556b3:0xe3d679633420394a,16417442958608972106,/g/11l30bptf0,5,1,Trilha de Caminhada,Trilha de Caminhada,hiking_area,"Cel. Pacheco - MG, 36155-000, Brasil",-21.5949398,-43.2748752,,,Aberto 24 horas,Aberto 24 horas,segunda-feira: Atendimento 24 horas; terça-feira: Atendimento 24 horas; quarta-feira: Atendimento 24 horas; quinta-feira: Atendimento 24 horas; sexta-feira: Atendimento 24 horas; sábado: Atendimento 24 horas; domingo: Atendimento 24 horas,,,,,,,"""Trilha fácil de fazer com belo visual da cidade.""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrEUnF1nAgmhCW1soTmzVOW0jGWXQhsytKJid-SCz61jAx1h-AHNjhlxm4ktdtAT4tHZzCtOV0VnWpGMJQ7DtyOFIFdiB85hkCmjDWrLtVk6aOrAiz9DErnjuVwHexD8HQdgv8=w122-h92-k-no,https://serpapi.com/images/url/dG6hpXicBcHRToMwFADQL-pYESeY-NCVMZxOQtxa45sB0kuhLWnvNsb3-RP-jef8_QLiFJ6jaISHlXJOjd0ldL5xFjuLq8aZSE2BNIGEiPEMEut3Z1tQy5QBLmlwJ7OISq71Xn7VEO74duhb8smXDdVspkBY-aFhnE0yYIvslGD5vXCsxFpYOe2Ph_opx3tVvBZtv00fYeBG59K_oxg2P5Vn_ZLlO2_1RdzKbs7Tsm7VNX250TgmkMVkINb9A8sIRRs,https://serpapi.com/search.json?data_id=0xa27bfeece556b3%3A0xe3d679633420394a&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27bfeece556b3%3A0xe3d679633420394a&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJs1bl7P57ogARSjkgNGN51uM,"Coronel Pacheco, MG",agencias_turismo,2025-07-28T19:26:17.067591,COMPLETA
2,cel pacheco,ChIJ3doNbyN7ogARtKqR4yFHZSY,0xa27b236f0ddadd:0x26654721e391aab4,2766695756966505140,/g/11r3lr0r78,4.3,3,Parque,Parque,park,"Cel. Pacheco - MG, 36155-000, Brasil",-21.588548799999998,-43.2656485,,,,,,,,,,,,"""Local ótimo para passear e conhecer.""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npxU0a8QRCxn321akkVTFVrna53u4zI6pLUb88UHhBflxH9HOfSN4wcKCEuQSYWx_PSwpeg3mCiGaljbQ0J6L8GR1xFqKh2op_ShqkOwkHSF7QH06Mq5q1Oumg2_aGHCH625YElfw=w163-h92-k-no,https://serpapi.com/images/url/EXWBb3icBcHhUoMgAADgJ2IqKGl3_ShuSm1ljly3Xx7zFAoFHHpwvWDP0Nv0fX-_cl2tu4-iSaKdMEZMw-aGW2_0Ouh115s5EtaB3gEXPZJCptqGNuZ5cyJBI5hwpc4f5fmmeYa29OcZ22N7zfOWyqdxCrSg9cjeUt8fyH5r2OUzdO_M20GgmXxVfPq-NvELPubVKQnlcpDQ2I7JRdVeUVbeNTTGr0u2JPU2C9jxihKKYXbZT6N_8AlGQBYQKKDNPx-4REo,https://serpapi.com/search.json?data_id=0xa27b236f0ddadd%3A0x26654721e391aab4&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b236f0ddadd%3A0x26654721e391aab4&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJ3doNbyN7ogARtKqR4yFHZSY,"Coronel Pacheco, MG",agencias_turismo,2025-07-28T19:26:17.067591,COMPLETA
3,Montanha São Cristóvão,ChIJS52MWgp7ogARgrXYLjn1CAA,0xa27b0a5a8c9d4b:0x8f5392ed8b582,2521425761580418,/g/11gh47cm3b,4.9,12,Parque municipal,Parque municipal,city_park,"Cel. Pacheco - MG, 36155-000, Brasil",-21.5948977,-43.27438,,,Aberto 24 horas,Aberto 24 horas,segunda-feira: Atendimento 24 horas; terça-feira: Atendimento 24 horas; quarta-feira: Atendimento 24 horas; quinta-feira: Atendimento 24 horas; sexta-feira: Atendimento 24 horas; sábado: Atendimento 24 horas; domingo: Atendimento 24 horas,,,,,,,"""Otimo lugar pra fazer um rapel""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nreuny0XcQprOLA2zwsHhcny0a-ncEZggxZUrUlSCT9qROqSuYgOgm3Kdm23KFXZN3x0otMe08KpdA4AW67YfkQ76xymJiAPEBDWi5f7Vn5VYgjsV3CznN4fITNl1o3yIytZYHWhg=w80-h106-k-no,https://serpapi.com/images/url/L4y7MnicDcjfFoEwHADgJ5rGUjjHxYSDKH9L3TmzfkNtaesoL-gZvA3f5ff9CGNKPbKsXJAOKAU5rzWvmJKGS9NhqrCg1IhppC3qDYUtK17LFp_ZrqzCNe29X3oh2H8uSLJZCtCkp-qUH7zj8LkPn4c6gRAK4l-LHvHn5zQgDVZmw_HAL6_UprHjJtlj5zpNW6xudDubTONbP3Mj2Y8SuOuIeG8Z2NnyGORdRdpla9JkEQsYvwYYiS520ANJ9QO_c0XE,https://serpapi.com/search.json?data_id=0xa27b0a5a8c9d4b%3A0x8f5392ed8b582&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b0a5a8c9d4b%3A0x8f5392ed8b582&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJS52MWgp7ogARgrXYLjn1CAA,"Coronel Pacheco, MG",agencias_turismo,2025-07-28T19:26:17.067591,COMPLETA
4,Auto Posto Trevo da Mata,ChIJWV1Ez3l7ogARe0du74hsYck,0xa27b79cf445d59:0xc9616c88ef6e477b,14510998809752782715,/g/11gy1pz80j,4.5,479,Posto de combustível,Posto de combustível,gas_station,"MG 133 KM, Cel. Pacheco - MG, 36155-000, Brasil",-21.589569599999997,-43.2741665,,,Aberto 24 horas,Aberto 24 horas,segunda-feira: Atendimento 24 horas; terça-feira: Atendimento 24 horas; quarta-feira: Atendimento 24 horas; quinta-feira: Atendimento 24 horas; sexta-feira: Atendimento 24 horas; sábado: Atendimento 24 horas; domingo: Atendimento 24 horas,,,Banheiro com acessibilidade para pessoas em cadeira de rodas,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,"""Bom lugar para fazer uma parada durante a viagem.""",https://lh3.googleusercontent.com/p/AF1QipPiMSBi-vMf5vcjTOXjGcEQ2p3jzV4YB_YN2p0G=w163-h92-k-no,https://serpapi.com/images/url/VaHqVnicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFkQkOkb7JSpW-abZlqWnBXiH5HlnuwaaFRgnFUVZhLpFB_pZ1Rg4G5bbmhmrJthaaSbrZuXDwCkbSDw,https://serpapi.com/search.json?data_id=0xa27b79cf445d59%3A0xc9616c88ef6e477b&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b79cf445d59%3A0xc9616c88ef6e477b&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJWV1Ez3l7ogARe0du74hsYck,"Coronel Pacheco, MG",agencias_turismo,2025-07-28T19:26:17.067591,COMPLETA
5,Cervejaria Brauhaus,ChIJK_T5I1B7ogAR4ilHGR0010Y,0xa27b5023f9f42b:0x46d7341d194729e2,5104606002230536674,/g/11gvxy38z6,4.7,42,Cervejaria,Cervejaria,brewery,"Fazenda São Vicente MG 133, km45 Zona Rural, Cel. Pacheco - MG, 36155-000, Brasil",-21.5824262,-43.268600899999996,+55 32 99968-3964,https://www.instagram.com/brauhaus_cervejasespeciais/?hl=pt-br,Fechado ⋅ Abre qua. às 16:00,Fechado ⋅ Abre qua. às 16:00,segunda-feira: Fechado; terça-feira: Fechado; quarta-feira: 16:00–22:00; quinta-feira: 16:00–22:00; sexta-feira: 16:00–22:00; sábado: 16:00–22:00; domingo: 12:00–18:00,,,"Entrada com acessibilidade para pessoas em cadeira de rodas, Estacionamento com acessibilidade para pessoas em cadeira de rodas","Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",Entrega,,,https://lh3.googleusercontent.com/p/AF1QipPkj5mzHxyMW41Xbw0e4OPzGhG3z2HAIy5mAj9a=w80-h106-k-no,https://serpapi.com/images/url/ytA-33icuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFkQkJ1lmlvlUVHpG25iGJFUbpBq4h9Q5Z7hblxl5OHoWWma65hlmWhbbmGgm2FoYKabrZuXDwCq4yET,https://serpapi.com/search.json?data_id=0xa27b5023f9f42b%3A0x46d7341d194729e2&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b5023f9f42b%3A0x46d7341d194729e2&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJK_T5I1B7ogAR4ilHGR0010Y,"Coronel Pacheco, MG",agencias_turismo,2025-07-28T19:26:17.067591,COMPLETA
4,Lanchonete Cacau Paixão E Paixão Do Açaí,ChIJW6WRf6p7ogARp3ImBNeGPXQ,0xa27baa7f91a55b:0x743d86d7042672a7,8375999140024709799,/g/11gvrjpy2q,5,2,Restaurante,Restaurante,restaurant,"R. dos Andradas, 119, Cel. Pacheco - MG, 36155-000, Brasil",-21.587377,-43.26343,+55 32 99924-1405,,Aberto ⋅ Fecha às 21:30,Aberto ⋅ Fecha às 21:30,segunda-feira: 14:00–21:30; terça-feira: 14:00–21:30; quarta-feira: 14:00–21:30; quinta-feira: 14:00–21:30; sexta-feira: 14:00–21:30; sábado: 14:00–21:30; domingo: 14:00–21:30,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC","Entrega, Refeição no local",,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nottekUuNwArm_HWNEShI_fTEPzXPmmujwDP4ylkHEqecnfkYvIDShVZojwFeYXnQ3f0EbBWJQ1Qa-RLvJpWgevNSiAW0WvZHSWedyu-rWvv6hve2V5YkAk0dR7iwmckv98sDPYpQ=w80-h106-k-no,https://serpapi.com/images/url/3pE-3nicBcHdDoIgGADQJyLp_2frwtJmrTnNiuymFX1KIWCCsHrBnqG36ZzflxlT65nnVazfKZUqK2g1NFRJA9J0qBJeWWtENdKev5yygVTGAD-0sfMbcYlIHGZsfSn2YfI5JUK0Txckg3fFo_AFVBY8t-sgY8ezeroV5CeZ9gsc3hZkk3bTK9pt7aYmJdg4e_gEE3uOMgL3d4saYu2IWegdhzn3Ob7vxg8nKLfTiQ6SvE7nboIR6-IR4kiqP00pR4A,https://serpapi.com/search.json?data_id=0xa27baa7f91a55b%3A0x743d86d7042672a7&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27baa7f91a55b%3A0x743d86d7042672a7&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJW6WRf6p7ogARp3ImBNeGPXQ,"Coronel Pacheco, MG",cafeterias,2025-07-28T19:26:23.225106,COMPLETA
5,Projeto Brotou Gastronomia,ChIJPQ6xJaR7ogARRfZs2wLalbA,0xa27ba425b10e3d:0xb095da02db6cf645,12724316028011345477,/g/11vxc9hzt5,5,5,Restaurante,Restaurante,restaurant,"MG-133, Km 45 - Fazenda são Vicente, Cel. Pacheco - MG, 36155-000, Brasil",-21.582554299999998,-43.2685651,+55 32 99831-8668,https://instagram.com/projeto.brotou.gastronomia,Fechado ⋅ Abre qua. às 16:00,Fechado ⋅ Abre qua. às 16:00,segunda-feira: Fechado; terça-feira: Fechado; quarta-feira: 16:00–22:00; quinta-feira: 16:00–22:00; sexta-feira: 16:00–22:00; sábado: 16:00–22:00; domingo: 11:00–18:00,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC","Mesas externas, Entrega, Para viagem, Refeição no local",,"""Como sempre um lugar muito agradável, com ótima comida.""",https://lh3.googleusercontent.com/p/AF1QipNVYVKaNHAFEaLlVjHRKVpwVhwJIgiQNJi5ODX_=w80-h142-k-no,https://serpapi.com/images/url/3IexPXicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngFxYZ5p3o5-Ho5prokxOW5RHkHVZQHpZR7uWZnhno55Vp6u8SEW9bbmGgm2FoYqSbrZuXDwCnVyE7,https://serpapi.com/search.json?data_id=0xa27ba425b10e3d%3A0xb095da02db6cf645&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27ba425b10e3d%3A0xb095da02db6cf645&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJPQ6xJaR7ogARRfZs2wLalbA,"Coronel Pacheco, MG",cafeterias,2025-07-28T19:26:23.225106,COMPLETA
6,Lanchonete CANAÃ,ChIJkw7pf-d7ogARHNoW7alkBj8,0xa27be77fe90e93:0x3f0664a9ed16da1c,4541427955239672348,/g/11h_xfw68d,4.7,6,Lanchonete,Lanchonete,snack_bar,"R. Rubéns Procópio Valê, 74, Cel. Pacheco - MG, 36155-000, Brasil",-21.587688999999997,-43.2610227,+55 32 99991-7802,,Aberto ⋅ Fecha às 21:00,Aberto ⋅ Fecha às 21:00,segunda-feira: 08:30–21:00; terça-feira: 08:30–21:00; quarta-feira: 08:30–21:00; quinta-feira: 08:30–21:00; sexta-feira: 08:30–21:00; sábado: 08:30–21:00; domingo: 08:30–21:00,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC","Para viagem, Refeição no local",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fwceNHuYBWCH--8p9ur4aA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=5.0428348&pitch=0&thumbfov=100,https://serpapi.com/images/url/_tArAXicHc3BDcIgFADQbbgVaK0JNSFGvfTk1XgylP4CCS0_QItu41puo3GB9z5vmzOmA2MpR4C8OSjonuBThYqaEIwHhS5RHWa21SzbdR4W5fwR1RLcKKei4dqv9_Pt0leVwG6NrToRPTy0d7BkmUBFbakpPzGGkRpMpEjBiZVdQ16qyD3lbSN2rSDosraSk_8yhU3WnH8BXtY5Lw,https://serpapi.com/search.json?data_id=0xa27be77fe90e93%3A0x3f0664a9ed16da1c&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27be77fe90e93%3A0x3f0664a9ed16da1c&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJkw7pf-d7ogARHNoW7alkBj8,"Coronel Pacheco, MG",cafeterias,2025-07-28T19:26:23.225106,COMPLETA
7,LANCHONETE TOCA DO INDIO,ChIJrYEK9n97ogAR6Nq6P5MPqmU,0xa27b7ff60a81ad:0x65aa0f933fbadae8,7325684868975352552,/g/11y3q4_9y0,5,1,Lanchonete,Lanchonete,snack_bar,"R. Caetano Luís de Sousa, Cel. Pacheco - MG, 36155-000, Brasil",-21.5928824,-43.2695273,,,Fechado ⋅ Abre qua. às 19:00,Fechado ⋅ Abre qua. às 19:00,segunda-feira: Fechado; terça-feira: Fechado; quarta-feira: 19:00–00:00; quinta-feira: 19:00–00:00; sexta-feira: 19:00–00:00; sábado: 17:00–00:00; domingo: 17:00–00:00,,,,,"Entrega, Para viagem, Refeição no local",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cKiQ8jQm0vIMcnD0wmOhvw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=55.07756&pitch=0&thumbfov=100,https://serpapi.com/images/url/V_M_x3icHc3bDcIgFADQbfgTbk2w1YT4448xxnQCQynCNbxSEHQa53IbjQuc83nbUlLeMZbLonWpqFvCp3Z5lSQ1MRqnZcJMVfSsdqzYh5-CRLdPMkSchTrhONxHD_V4VuEAzV9sbURNV-VQhyKylouy1LSfuMSZmpRJEwMQK7Zr8pJNcE6h7_mGJCzKCiD_5Bar6AC-Wq05qw,https://serpapi.com/search.json?data_id=0xa27b7ff60a81ad%3A0x65aa0f933fbadae8&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b7ff60a81ad%3A0x65aa0f933fbadae8&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJrYEK9n97ogAR6Nq6P5MPqmU,"Coronel Pacheco, MG",cafeterias,2025-07-28T19:26:23.225106,COMPLETA
